Image Path,Ground Truth,Prediction
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72150339_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/171147967_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72256725_0.jpg,badfocus_artefact,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72022167_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71272966_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71424098_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/othertocheck/143473697_0.jpg,othertocheck,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/house/71081622_0.jpg,house,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71333928_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71004228_0.jpg,like_Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/71517228_0.jpg,darksphere,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71038918_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71675865_0.jpg,detritus,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/Hydrozoa/143531585_0.jpg,Hydrozoa,Hydrozoa
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71735854_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71353247_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143302772_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71051367_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72066896_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulacantha/170954430_0.jpg,Aulacantha,Aulacantha
/d_sarafian/datasets/UVP5_processed_sep_2021/Castanellidae/143653737_0.jpg,Castanellidae,Castanellidae
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/72377066_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/170806972_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72302225_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71859591_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71515137_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/72212241_0.jpg,Eumalacostraca,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/Siphonophorae/71563423_0.jpg,Siphonophorae,Siphonophorae
/d_sarafian/datasets/UVP5_processed_sep_2021/Castanellidae/71615789_0.jpg,Castanellidae,Castanellidae
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71588151_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Eucalanidae/71006541_0.jpg,Eucalanidae,Eucalanidae
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71609689_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/71865479_0.jpg,darksphere,Castanellidae
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71122473_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71764746_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72008550_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71412837_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71988657_0.jpg,fiber_detritus,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71987578_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71518274_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71612823_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/70992402_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/170927634_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/72178050_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/elongated stick/143315395_0.jpg,elongated stick,elongated stick
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71112403_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/house/71525995_0.jpg,house,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143616642_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71387203_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/71506334_0.jpg,darksphere,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/Castanellidae/72338018_0.jpg,Castanellidae,Castanellidae
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71200665_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71269569_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71338472_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71552632_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Eucalanidae/72228597_0.jpg,Eucalanidae,Eucalanidae
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/171143816_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71403690_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72111138_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143589186_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Hydrozoa/72078498_0.jpg,Hydrozoa,Hydrozoa
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72347441_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/143507603_0.jpg,Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/71510686_0.jpg,darksphere,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/Pyrosoma/143500771_0.jpg,Pyrosoma,Pyrosoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71997576_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/house/143255574_0.jpg,house,house
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143530013_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71228928_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71455176_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/71834972_0.jpg,Aulosphaeridae,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71457426_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/143651990_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143459262_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143689034_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71749016_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143282462_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71756266_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71482819_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71302848_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143651216_0.jpg,Aulosphaeridae,othertocheck
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/72357296_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72350708_0.jpg,badfocus_artefact,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/72281301_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71923506_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71739440_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71491807_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/artefact/71618214_0.jpg,artefact,artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/143137126_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71734310_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143244119_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71714663_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/143440850_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71352299_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143302758_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170948389_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71402743_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/143537644_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71387964_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/othertocheck/171138502_0.jpg,othertocheck,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/143639417_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71407981_0.jpg,fiber_detritus,Annelida
/d_sarafian/datasets/UVP5_processed_sep_2021/Chaetognatha/71434299_0.jpg,Chaetognatha,Chaetognatha
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71094508_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71644824_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71637176_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/70997458_0.jpg,like_Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/144132838_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/72336862_0.jpg,darksphere,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71521226_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71945930_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/72343630_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/70967267_0.jpg,fiber_detritus,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71196078_0.jpg,detritus,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72079490_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71284405_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71567026_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulacantha/72102968_0.jpg,Aulacantha,Aulacantha
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170945557_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71815789_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72155191_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/72038297_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71349316_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71900453_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71677435_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170869626_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72323050_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143657796_0.jpg,like_Copepoda,Crustacea
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71638507_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/144135881_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulacantha/170833267_0.jpg,Aulacantha,Aulacantha
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71718766_0.jpg,Eumalacostraca,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/70948065_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71758894_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/143149739_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71724599_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71635355_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72247665_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71730042_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/72283969_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/othertocheck/71096784_0.jpg,othertocheck,Tomopteris
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/170943625_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/72341028_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/72337552_0.jpg,detritus,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71549412_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/143185737_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/171132709_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71272119_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/170929473_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/71479280_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72295604_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/70954160_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143699908_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/143441123_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71739179_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/72083097_0.jpg,like_Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71570519_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143397619_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71117008_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71988586_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71384160_0.jpg,detritus,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/143520079_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72293136_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/71637531_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71731178_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143497300_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Crustacea/143579940_0.jpg,Crustacea,Ostracoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/72064848_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/othertocheck/143165061_0.jpg,othertocheck,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71834503_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71428955_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71339349_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Crustacea/170920418_0.jpg,Crustacea,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71030748_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143165139_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71863587_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71947148_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71219023_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71483042_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/170857732_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/144135978_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71322034_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170887976_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71213723_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Doliolida/171135949_0.jpg,Doliolida,Doliolida
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/71357338_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/143605264_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/elongated stick/143515055_0.jpg,elongated stick,elongated stick
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/143623278_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71761735_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71759623_0.jpg,Diatoma,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71638221_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/70956314_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143140739_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/Crustacea/170999430_0.jpg,Crustacea,Crustacea
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/143361246_0.jpg,Aulosphaeridae,Aulosphaeridae
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170933905_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71786555_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Hydrozoa/171080459_0.jpg,Hydrozoa,Hydrozoa
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/72025547_0.jpg,detritus,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72305679_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71235122_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Copepoda/71079289_0.jpg,Copepoda,Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143478390_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71052836_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/Eucalanidae/71450077_0.jpg,Eucalanidae,Eucalanidae
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71214956_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143191441_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143636358_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71604511_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71024044_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72248873_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71535994_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/170950855_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/171130086_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/143153928_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71434677_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Eumalacostraca/72048511_0.jpg,Eumalacostraca,Eumalacostraca
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/72142079_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Solmaris/143521750_0.jpg,Solmaris,Solmaris
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/71360124_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/70931036_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/143496734_0.jpg,like_Copepoda,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71380753_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71563447_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71676021_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/170961133_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Annelida/144104950_0.jpg,Annelida,Annelida
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71429138_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/darksphere/71030295_0.jpg,darksphere,darksphere
/d_sarafian/datasets/UVP5_processed_sep_2021/badfocus_artefact/71735959_0.jpg,badfocus_artefact,badfocus_artefact
/d_sarafian/datasets/UVP5_processed_sep_2021/Aulosphaeridae/170997140_0.jpg,Aulosphaeridae,double sphere
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71885409_0.jpg,like_Copepoda,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/72113138_0.jpg,Diatoma,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/143222715_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71391499_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71821268_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/detritus/71631873_0.jpg,detritus,detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71004751_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/Diatoma/71353871_0.jpg,Diatoma,Diatoma
/d_sarafian/datasets/UVP5_processed_sep_2021/Acantharea/72123154_0.jpg,Acantharea,Acantharea
/d_sarafian/datasets/UVP5_processed_sep_2021/like_Copepoda/71015888_0.jpg,like_Copepoda,like_Copepoda
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/72147374_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/fiber_detritus/71720937_0.jpg,fiber_detritus,fiber_detritus
/d_sarafian/datasets/UVP5_processed_sep_2021/Siphonophorae/170914589_0.jpg,Siphonophorae,Siphonophorae
